Compound,MW,LogP,HBD,HBA,Aromatic_Ring_Number,TPSA,RotB,QED,Formal_Charge,SA_score,PAINS,BRENK,NIH,Solubility_AqSolDB,hERG,Caco2_Wang,BBB_Martins,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,PAMPA_NCATS,PPBR_AZ,Structural_flag,ADMET_flag
CCCCS(=O)(=O)NC(C)C(=O)OCc1ncc(C2CCCCC2)o1,372.49,2.87,1,6,1,98.5,9,0.67,0,3.12,False,False,False,-3.65,0.38,-4.64,0.97,94.43,80.78,0.98,91.91,False,True
CSc1snnc1C(=O)NNC(=O)c1ccc(=O)[nH]n1,312.34,-0.58,3,8,2,129.73,3,0.51,0,3.0,False,True,False,-3.81,0.01,-5.31,0.52,24.08,17.47,0.3,84.88,True,True
OC1(C(F)F)CC(CSCc2cc(-c3ccc(Cl)cc3)no2)C1,359.83,4.63,1,4,2,46.26,6,0.82,0,2.96,False,False,False,-5.23,0.51,-4.75,0.9,36.23,45.14,0.94,97.9,False,True
CN(OCc1ccccc1)S(=O)(=O)c1cnn(Cc2ccc(Cl)cc2)c1,391.88,3.34,0,4,3,64.43,7,0.58,0,2.32,False,True,False,-4.73,0.65,-4.85,0.86,87.2,76.98,0.96,100.04,True,True
CC1(CSCc2ccnn2C2CCCC2)CS(=O)(=O)C1,314.48,2.67,0,4,1,51.96,5,0.84,0,3.29,False,False,False,-2.94,0.38,-4.71,0.85,56.93,34.25,0.89,66.09,False,True
CC1CS(=O)(=O)c2ccccc2CN1CC(O)CSc1ccccc1,377.53,2.82,1,5,2,57.61,5,0.81,0,3.4,False,False,False,-3.27,0.87,-4.83,0.91,47.25,23.33,0.85,86.43,False,True
CN(c1ccc(Br)cc1)c1ccc(NC2CCCS(=O)(=O)C2)cc1,409.35,4.21,1,4,2,49.41,4,0.82,0,2.79,False,False,False,-4.43,0.7,-4.74,0.73,32.35,16.0,0.85,94.8,False,True
Cn1cc(SCC(=O)Nc2cccc(F)c2I)cn1,391.21,2.89,1,3,2,46.92,4,0.64,0,2.51,False,True,False,-4.39,0.32,-4.6,0.9,116.44,86.18,0.96,91.21,True,True
CS(=O)(=O)C1(CSc2nc(CCC3CCCC3)n[nH]2)CCCCC1,371.57,3.77,1,5,1,75.71,7,0.74,0,3.22,False,False,False,-4.68,0.69,-4.91,0.96,74.74,72.62,0.97,99.4,False,True
CN(Cc1ncc(Cl)s1)C(=O)C(F)c1ccc(I)cc1,424.67,4.07,0,3,2,33.2,4,0.69,0,3.34,False,True,False,-4.57,0.31,-4.66,0.94,68.14,57.17,0.97,93.8,True,True
NC1CC(F)(CNC(=O)C(O)c2cnc(C(F)(F)F)nc2)C1,322.26,0.47,3,5,1,101.13,4,0.7,0,3.73,False,False,False,-0.68,0.04,-5.8,0.65,-24.97,-7.35,0.44,15.66,False,True
O=C(OCCCCCCF)C1=CN2CCS(=O)(=O)N=C2C=C1,330.38,1.56,0,5,0,76.04,7,0.52,0,3.13,False,True,False,-3.11,0.18,-4.77,0.94,19.37,21.47,0.96,73.79,True,True
COc1ccc(OCCn2ccc3cc([N+](=O)[O-])ccc32)c2ccccc12,362.39,4.79,0,4,4,66.53,6,0.37,0,2.15,False,True,False,-6.39,0.88,-4.75,0.94,112.73,107.42,0.96,105.68,True,True
COCc1nnc(NN=Cc2cnc(N3CCCC3)nc2)s1,319.39,1.52,1,9,2,88.42,6,0.64,0,2.73,False,True,False,-3.96,0.2,-5.08,0.86,56.33,49.34,0.94,84.81,True,True
O=S(=O)(CCOc1ccc(F)cc1)Nc1ncc(Cc2cccc(Cl)c2)s1,426.92,4.35,1,5,3,68.29,8,0.58,0,2.3,False,False,False,-5.29,0.61,-4.65,0.66,65.66,46.28,0.85,103.65,False,True
Cc1cccc(COCC(=O)NC(C)(C)CCc2ccccc2)c1,325.45,4.04,1,2,2,38.33,8,0.8,0,2.03,False,False,False,-4.48,0.79,-4.8,0.98,129.52,108.81,0.99,97.81,False,True
COc1cc(CON=Cc2c(F)cccc2F)cc(OC)c1,307.3,3.53,0,4,2,40.05,6,0.61,0,2.29,False,True,False,-4.98,0.66,-4.37,0.97,148.87,122.47,0.99,92.99,True,True
Cn1nc(Br)c(Sc2cc(Br)n[nH]c2=O)n1,367.03,1.57,1,5,2,76.46,2,0.87,0,3.9,False,False,False,-3.01,0.02,-5.09,0.87,14.01,6.33,0.92,87.76,False,False
Cn1cc(Cn2cc(Cl)cc(I)c2=O)nn1,350.55,1.28,0,3,2,52.71,2,0.77,0,2.91,False,True,False,-2.65,0.04,-4.8,0.92,25.26,2.34,0.89,71.57,True,True
CC1(C(N)CNc2ccc(Oc3ccccc3)cc2C(F)(F)F)CC1,350.38,5.04,2,3,2,47.28,6,0.77,0,2.94,False,False,False,-4.74,0.97,-4.65,0.99,36.12,19.96,0.95,96.65,True,True
NC(=O)c1cc(C(=O)NS(=O)(=O)CCCF)c2ccccc2c1,338.36,1.36,2,4,2,106.33,6,0.83,0,2.38,False,False,False,-3.76,0.06,-4.99,0.67,14.79,2.76,0.49,80.31,False,True
CN(CC(=O)OCC#Cc1cccc(Cl)c1Cl)c1ncccn1,350.21,2.81,0,5,2,55.32,4,0.63,0,2.78,False,True,False,-5.16,0.68,-4.4,0.8,116.23,95.6,0.93,98.4,True,True
N#Cc1ccc(C(=O)C=Cc2nccc(Br)c2Br)o1,382.01,3.97,0,4,2,66.89,3,0.6,0,3.21,False,True,False,-5.28,0.13,-4.3,0.6,121.07,96.97,0.97,95.49,True,True
COc1cnc(-c2ncccn2)nc1Sc1cc(C#N)ccc1N,336.38,2.55,1,8,3,110.6,4,0.57,0,2.78,False,True,False,-3.98,0.47,-4.7,0.63,74.55,49.61,0.97,85.65,True,True
c1ncc(N2CCCCCC2)nc1NCC12CCC(COC1)O2,318.42,2.22,1,6,1,59.51,4,0.92,0,4.57,False,False,False,-4.21,0.92,-4.87,0.98,75.09,73.84,0.99,86.49,False,True
CC(C)C1CC(CNC(=O)C(=O)NC2CON(C(=O)OC(C)(C)C)C2)C1,369.46,1.45,2,5,0,96.97,4,0.73,0,3.54,False,True,True,-3.61,0.19,-4.77,0.78,60.79,85.64,0.95,84.59,True,True
CCNC(=O)c1cc(NCC2(C)CCC(F)(F)CC2)c(C)s1,330.44,4.43,2,3,1,41.13,5,0.84,0,3.1,False,False,False,-4.23,0.76,-4.59,0.93,61.25,55.79,0.97,86.47,False,True
O=c1c(NCC2SCCS2)c(N2CCC(CC(F)(F)F)CC2)c1=O,380.46,2.67,1,6,1,49.41,5,0.79,0,3.3,False,True,False,-4.94,0.39,-4.5,0.94,47.81,48.2,0.98,90.25,True,True
Cc1cc(CNc2nncc3ccsc23)ccc1I,381.24,4.22,1,4,3,37.81,3,0.69,0,2.73,False,True,False,-5.47,0.83,-5.0,0.91,102.07,87.65,0.97,99.92,True,True
Cc1ccc(NNC(=O)Cc2nc(Br)sc2C)c(Br)c1,419.14,3.97,2,4,2,54.02,4,0.74,0,2.72,False,True,False,-4.7,0.42,-4.78,0.78,67.27,56.15,0.97,97.23,True,True
C=CCC1CCN(C(=O)C2CSC(c3ccccc3)=N2)C1,300.43,2.97,0,3,1,32.67,4,0.8,0,3.49,False,True,False,-3.99,0.56,-4.57,0.98,92.05,77.59,0.98,85.25,True,True
CC1(C(=O)OC(CF)COc2ccccc2)CS(=O)(=O)C1,316.35,1.38,0,5,1,69.67,6,0.74,0,3.27,False,False,False,-3.14,0.24,-4.25,0.95,88.18,61.24,0.94,83.34,False,True
CC(C)(C)OC(=O)N1CCN(C(=O)c2cnc(Sc3cccnc3)nc2)CC1,401.49,2.72,0,7,2,88.52,3,0.73,0,2.47,False,False,False,-2.31,0.13,-4.64,0.58,59.87,54.67,0.91,74.62,False,True
C=CCS(=O)(=O)CCNCc1nc(C2CCCCC2)c[nH]1,311.45,2.15,2,4,1,74.85,8,0.57,0,3.28,False,True,False,-3.3,0.59,-4.96,0.7,44.57,37.59,0.7,68.49,True,True
Cc1cc(C)nc(CCNC(=O)C(F)=Cc2cccn2C)n1,302.35,2.1,1,3,2,59.81,5,0.86,0,2.89,False,True,False,-1.53,0.31,-4.86,0.93,26.46,20.22,0.95,52.12,True,True
CC1(C)OCC(CONC(=O)NCc2nc(C3CCCCC3)no2)O1,354.41,2.0,2,7,1,107.74,6,0.75,0,3.38,False,True,False,-2.96,0.07,-4.92,0.97,33.46,30.76,0.97,72.38,True,True
Cc1cc(CS(=O)(=O)N(C)c2ccc(F)c(F)c2)on1,302.3,2.23,0,4,2,63.41,4,0.87,0,2.59,False,False,False,-1.76,0.21,-4.23,0.91,34.24,3.08,0.95,60.24,False,True
CCOc1ccnc(NC(=O)c2ccoc2I)n1,359.12,2.33,1,5,2,77.25,4,0.85,0,2.74,False,True,False,-4.33,0.18,-4.53,0.72,95.5,67.43,0.84,91.96,True,True
CN(C)S(=O)(=O)NC(=O)C(OCC1CCCC1)c1ccccc1,340.45,1.86,1,4,1,75.71,7,0.82,0,2.84,False,False,False,-3.59,0.16,-4.91,0.76,44.64,38.14,0.82,92.47,False,True
CC(=O)N1CCOC(C(=O)NCC(=O)Nc2ccncc2)C1,306.32,-0.62,2,5,1,100.63,4,0.77,0,2.69,False,False,False,-0.44,0.12,-5.26,0.84,5.69,-8.96,0.52,16.01,True,False
COc1ccc(OCC(=O)NN=C(C)c2ccccc2C(F)(F)F)cc1,366.34,3.63,1,4,2,59.92,6,0.63,0,2.07,False,True,False,-5.56,0.69,-4.72,0.95,81.66,77.84,0.99,101.62,True,True
O=C(COC(=O)C=C(c1ccccc1)C(F)(F)F)NCC(=O)c1ccccc1Br,470.24,3.94,1,4,2,72.47,7,0.38,0,2.44,False,True,False,-4.99,0.58,-4.63,0.92,111.21,104.17,0.95,100.36,True,True
Fc1ccc(C(NCc2ccc3c(c2)COC3)c2ncc[nH]2)cc1,323.37,3.46,2,3,3,49.94,5,0.76,0,3.05,False,False,False,-3.27,0.83,-5.11,0.56,37.53,25.38,0.62,78.45,False,True
CCN(c1ccc(NC(=O)Nn2cnn(C)c2=O)cc1)C(C)C,318.38,1.59,2,4,2,84.19,5,0.88,0,2.75,False,False,False,-4.33,0.27,-5.09,0.46,37.68,35.92,0.46,86.75,False,True
O=C(Nc1cnc(Oc2ccccc2)nc1)N1CCS(=O)(=O)CCO1,364.38,1.46,1,7,2,110.72,3,0.88,0,2.9,False,False,False,-3.26,0.14,-4.76,0.86,37.83,7.5,0.73,79.13,False,True
CS(=O)(=O)C1(CNC(=O)NCCC2CC(C(F)F)C2)CC(F)(F)C1,374.4,2.18,2,3,0,75.27,7,0.67,0,3.49,False,False,False,-3.15,0.3,-4.68,0.95,32.2,30.76,0.96,65.84,False,True
CN(C)c1ccc([N+](=O)[O-])c(NC(=O)Cc2cscc2C#N)c1,330.37,2.78,1,6,2,99.27,5,0.67,0,2.72,False,True,False,-4.6,0.49,-4.53,0.58,67.01,59.43,0.95,82.56,True,True
O=S1(=O)CCCC(=NNc2ncc(Br)c3ccccc23)CC1,382.28,3.36,1,5,2,71.42,2,0.81,0,2.92,False,True,False,-4.25,0.68,-4.71,0.94,28.28,12.47,0.95,92.0,True,True
O=C(COC1(C(F)(F)F)COC1)Nc1ccc(SC2CCCC2)cc1,375.41,4.01,1,4,1,47.56,6,0.82,0,2.83,False,False,False,-5.49,0.52,-4.8,0.91,76.82,72.87,0.96,99.37,False,True
O=C(O)C1=CCC(CNCc2nncn2Cc2ccccc2)CC1,326.4,2.23,2,4,2,80.04,7,0.82,0,3.05,False,False,False,-2.67,0.16,-5.68,0.5,20.34,12.5,0.16,62.2,False,True
CS(=O)(=O)CCNC(=O)NC(Cc1ccccc1)c1ncco1,337.4,1.3,2,5,2,101.3,7,0.79,0,2.9,False,False,False,-2.28,0.16,-5.04,0.77,40.16,22.14,0.67,57.18,False,True
COC1(OC)COC(CNC(=O)CSc2ccncc2)C1,312.39,1.07,1,6,1,69.68,7,0.6,0,3.43,False,True,True,-0.9,0.25,-4.61,0.88,63.63,28.61,0.94,37.58,True,True
CS(=O)(=O)CCCSc1cncc(OCC2CCCC2)n1,330.48,2.57,0,6,1,69.15,8,0.54,0,2.7,False,True,False,-4.38,0.41,-4.46,0.96,99.81,74.12,0.98,95.23,True,True
Cc1cc(C)cc(NCCC(=O)NCc2ccc(Cl)nn2)c1,318.81,2.87,2,4,2,66.91,6,0.86,0,2.26,False,False,False,-3.13,0.52,-4.98,0.98,83.66,57.23,0.98,87.61,False,True
CC(C)(C)CNC(=O)c1ccc(C(=O)NCC2COC(=O)O2)cc1,334.37,1.73,2,5,1,93.73,5,0.8,0,2.73,False,False,False,-2.83,0.31,-4.75,0.62,38.88,21.5,0.71,60.85,False,True
O=[N+]([O-])c1ncccc1CSCc1ncc(I)cn1,388.19,2.82,0,6,2,81.81,5,0.45,0,3.03,False,True,False,-3.7,0.19,-4.8,0.94,81.39,52.79,0.96,87.43,True,True
O=C(CCn1ncc2cc(Br)ccc21)NS(=O)(=O)CCCF,392.25,1.99,1,4,2,81.06,7,0.78,0,2.67,False,False,False,-3.69,0.18,-4.69,0.87,18.83,5.63,0.87,90.77,False,True
O=C(CNS(=O)(=O)C1CC1)Nc1cn(CC2CCC2)cn1,312.4,0.7,2,4,1,93.09,7,0.77,0,2.75,False,False,False,-2.46,0.39,-5.07,0.88,32.39,21.02,0.82,55.02,False,True
O=S1(=O)NCCCN1Cc1nnc(N2CCCCC2)o1,301.37,0.1,1,6,1,91.57,3,0.85,0,3.19,False,False,False,-2.29,0.23,-5.02,0.98,45.35,40.92,0.97,59.31,False,True
O=C(N=S1(=O)CCOCC1)c1csc(C2CCCCC2)c1,327.47,3.43,0,4,1,55.73,2,0.84,0,3.41,False,False,False,-4.1,0.19,-4.52,0.95,83.15,57.88,0.97,96.74,False,True
COC(=O)CC1(NC(=O)CCNc2ncccn2)CSC1,310.38,0.44,2,7,1,93.21,7,0.71,0,2.85,False,False,False,-2.5,0.18,-4.97,0.7,72.88,51.47,0.5,59.53,False,True
CC1CCN(C(=S)SCC(=O)NC2CN(S(=O)(=O)F)C2)CC1,369.51,0.75,1,5,0,69.72,4,0.58,0,2.92,False,True,True,-2.88,0.28,-4.95,0.89,49.16,77.39,0.94,76.73,True,True
O=C(CN1CC=CS1(=O)=O)NCc1nccnc1Cl,302.74,-0.09,1,5,1,92.26,4,0.84,0,3.36,False,False,False,-1.65,0.02,-4.84,0.94,47.48,34.22,0.79,45.49,True,True
O=C(Cn1cccnc1=O)Nc1cccc(-c2ccncc2)c1,306.32,1.94,1,4,3,76.88,4,0.8,0,2.06,False,False,False,-3.18,0.25,-4.98,0.59,32.65,4.16,0.41,71.06,False,True
CCC1=C(C(=O)NCc2ccc(Br)c(F)c2)SCCO1,360.25,3.59,1,3,1,38.33,4,0.89,0,2.85,False,False,False,-4.51,0.37,-4.45,0.97,110.77,92.84,0.99,91.82,False,True
C#Cc1cc(I)cc(C(=O)OCc2ccnc(C)n2)c1,378.17,2.73,0,4,2,52.08,3,0.47,0,2.69,False,True,False,-4.61,0.31,-4.55,0.88,82.76,55.67,0.96,95.68,True,True
CC(C)Cc1ncc(CNC(=O)NC2(CNS(C)(=O)=O)CC2)s1,360.51,1.22,3,5,1,100.19,8,0.65,0,2.97,False,False,False,-2.45,0.2,-5.1,0.84,43.25,45.84,0.86,65.21,False,True
Clc1ncc(CSCc2ccncc2Br)s1,335.68,4.39,0,4,2,25.78,4,0.83,0,2.89,False,False,False,-3.59,0.4,-4.64,0.9,108.03,73.93,0.97,90.25,False,True
COCC1(NC(=O)NC(Cc2ccc(Cl)cc2)C2CCCCC2)COC1,380.92,3.55,2,3,1,59.59,7,0.76,0,3.13,False,False,False,-4.81,0.84,-4.78,0.96,76.03,65.02,0.98,98.98,False,True
Cc1ccc(NC(=O)CON=C(N)c2cc(F)ccn2)cc1,302.31,1.8,2,4,2,89.6,5,0.5,0,2.29,False,True,False,-3.76,0.63,-4.8,0.89,79.05,60.78,0.94,82.56,True,True
O=C(Nc1ccncc1O)c1c(Br)cncc1Br,373.0,2.96,2,4,2,75.11,2,0.85,0,2.77,False,False,False,-2.82,0.21,-5.04,0.37,49.22,22.18,0.79,77.54,False,True
N#CC(C#N)=CNc1ccc(Sc2nc3ccccc3[nH]2)cc1,317.38,4.06,2,5,3,88.29,4,0.71,0,2.64,False,True,False,-6.09,0.27,-4.69,0.2,49.92,54.34,0.86,101.76,True,True
CN(C(=O)Nc1ccc2c(Cl)csc2c1)c1ncc(Br)cn1,397.69,4.78,1,4,3,58.12,2,0.68,0,2.76,False,False,False,-5.91,0.42,-4.93,0.72,87.86,84.04,0.95,100.04,False,True
CC(Sc1ccc2c(c1)OCCO2)C(=O)c1ccc(F)cc1,318.37,3.96,0,4,2,35.53,4,0.63,0,2.49,False,False,False,-5.05,0.48,-4.38,0.92,127.13,96.94,0.95,99.83,False,True
CC(O)(CNC(=O)C=Cc1ccc(-c2ccccc2F)o1)C1CC1,329.37,3.38,2,3,2,62.47,6,0.8,0,2.93,False,True,False,-4.56,0.78,-4.45,0.93,40.21,30.47,0.95,91.42,True,True
CC1CC(NS(=O)(=O)c2cnc(-c3ccccc3)nc2)CCS1(=O)=O,381.48,1.39,1,6,2,106.09,4,0.86,0,3.41,False,False,False,-3.48,0.13,-5.02,0.74,43.0,30.4,0.73,83.43,False,True
O=C(NCCOc1ccccc1I)c1nnn(-c2ccc(OC(F)(F)F)cc2)n1,519.22,2.97,1,6,3,91.16,7,0.38,0,2.62,False,True,False,-6.23,0.44,-4.86,0.95,29.29,47.75,0.98,101.52,True,True
O=C(NC(CO)c1ccsc1)c1ncc(F)c(Cl)n1,301.73,1.79,2,5,2,75.11,4,0.84,0,3.26,False,False,False,-3.48,0.11,-4.75,0.81,45.12,28.18,0.86,82.93,False,True
Cn1ncnc1Sc1nccc(I)n1,319.13,1.36,0,5,2,56.49,2,0.48,0,3.34,False,True,False,-2.1,0.02,-4.7,0.93,40.72,10.11,0.92,77.15,True,True
Cc1ccc(Br)c(OC(=O)Cc2c(C)ncnc2C)c1,335.2,3.31,0,4,2,52.08,3,0.64,0,2.42,False,True,False,-3.94,0.31,-4.58,0.96,94.22,70.02,0.99,92.62,True,True
CCSc1nc(-c2ccc(C)cc2)c(-c2ccc(C)cc2)[nH]1,308.45,5.47,1,2,3,28.68,4,0.65,0,2.05,False,False,False,-5.98,0.59,-4.9,0.88,117.35,111.45,0.95,103.47,True,True
O=C(O)C(Cc1ncccn1)NCc1ccc(Cl)c(I)c1,417.63,2.52,2,4,2,75.11,6,0.71,0,2.91,False,True,False,-2.67,0.22,-5.39,0.55,11.27,-9.78,0.41,82.58,True,True
Cc1cc(C)cc(CNC(=O)Cc2ccnc(Br)c2)c1,333.23,3.32,1,2,2,41.99,4,0.87,0,2.14,False,True,False,-4.06,0.52,-4.83,0.95,95.37,78.95,0.97,93.39,True,True
CC(C(=O)NC1CCOC(C)(C)OC1)n1nnc(-c2ccccc2)n1,345.4,1.56,1,6,2,91.16,4,0.9,0,3.35,False,False,False,-3.25,0.14,-5.09,0.89,24.26,23.08,0.93,76.6,False,True
O=S1(=O)NCCCN1c1ccc(NCCCC2CC2)cc1,309.44,2.33,2,3,1,61.44,6,0.79,0,2.63,False,True,False,-3.86,0.89,-4.96,0.96,36.07,24.7,0.95,86.65,True,True
Cc1cnc(C(=O)NN=Cc2nc(Br)ccc2C)cn1,334.18,2.01,1,5,2,80.13,3,0.53,0,2.82,False,True,False,-4.04,0.11,-4.75,0.94,55.91,41.18,0.98,88.53,True,True
Cc1cc(C)cc(CCN2CCN(c3ccc(C)o3)C(=O)C2)c1,312.41,3.1,0,3,2,36.69,4,0.87,0,2.52,False,False,False,-4.65,0.93,-4.69,0.99,135.37,111.99,0.99,98.26,False,True
Cc1cc(C(C)(C)C(=O)NCC#Cc2ccc(C(F)(F)F)cc2)on1,350.34,3.45,1,3,2,55.13,3,0.86,0,2.85,False,True,False,-4.61,0.44,-4.58,0.78,40.37,35.14,0.96,94.62,True,True
CS(=O)(=O)N1CC(OC(=O)c2ccc(N3CCCCC3)cc2)C1,338.43,1.48,0,5,1,66.92,4,0.78,0,2.13,False,False,False,-3.75,0.53,-4.58,0.94,90.76,84.48,0.96,82.03,False,True
CC(OC(=O)CC1(S(N)(=O)=O)CC1)C(=O)NCC1CCCCC1,346.45,0.83,2,5,0,115.56,7,0.66,0,3.12,False,False,False,-2.47,0.35,-4.86,0.93,67.63,61.52,0.87,65.02,False,True
Cn1c(COCC(=O)Nn2cc(Br)ccc2=O)n[nH]c1=S,374.22,0.69,2,5,2,93.94,5,0.75,0,3.09,False,True,False,-2.78,0.02,-5.59,0.6,11.49,-0.56,0.38,68.0,True,True
CCOC(=O)c1noc(COC(=O)CNC(=O)CC2CCCCC2)n1,353.38,1.38,1,8,1,120.62,8,0.7,0,2.45,False,False,False,-2.64,0.3,-4.68,0.98,82.2,72.92,0.99,80.97,False,True
O=C(NCc1ncc(C(F)(F)F)cn1)C1(C(F)(F)F)CS(=O)(=O)C1,377.27,1.09,1,5,1,89.02,3,0.8,0,3.13,False,False,False,-2.49,0.01,-4.88,0.8,15.93,8.7,0.74,70.78,False,True
Cc1cccc(C(C)(C)C(=O)OCC(=O)c2cc(F)ccc2C)c1,328.38,4.15,0,3,2,43.37,5,0.61,0,2.15,False,False,False,-5.35,0.57,-4.5,0.96,181.78,158.93,0.98,101.33,False,True
Cc1cc(COC(=O)C=Cc2cn(C)nn2)ccc1Br,336.19,2.64,0,4,2,57.01,4,0.64,0,2.57,False,True,False,-4.25,0.43,-4.74,0.95,95.73,74.65,0.98,96.61,True,True
COc1nnc(CC(=O)OCC(=O)Nc2cccnn2)s1,309.31,0.06,1,9,2,116.19,6,0.74,0,2.7,False,False,False,-2.45,0.02,-4.9,0.82,50.64,40.36,0.72,73.3,False,True
Cc1nccnc1CNCC(O)c1ccc(F)c(Br)c1,340.2,2.51,2,4,2,58.04,5,0.88,0,2.96,False,False,False,-2.15,0.58,-4.69,0.77,24.28,-5.47,0.86,60.2,False,True
CC(NC(=O)CC1CCCCC1)C(=O)NS(=O)(=O)c1ccc(Br)o1,421.31,2.32,2,5,1,105.48,6,0.73,0,3.04,False,False,False,-3.37,0.17,-5.03,0.74,5.11,9.9,0.88,93.21,False,True
O=C(CN1CCS(=O)(=O)C(F)(F)C1)NCc1ccco1,308.31,0.22,1,5,1,79.62,4,0.86,0,2.94,False,False,False,-1.74,0.12,-4.8,0.95,23.56,18.49,0.85,49.12,False,True
O=C(NCc1cscc1Br)Nc1ccnnc1,313.18,2.62,2,4,2,66.91,3,0.92,0,2.87,False,False,False,-3.35,0.29,-4.85,0.81,68.46,41.02,0.93,84.62,False,True
CC1(C(=O)OCc2c(OC(F)F)ccc3ccccc23)CCCCC1(F)F,384.37,5.7,0,3,2,35.53,5,0.49,0,3.27,False,False,False,-6.73,0.42,-4.63,0.97,104.7,106.46,0.97,104.31,True,True
CC1CCC(NC(=O)C(C)SCC2CS(=O)(=O)C2)CC1,319.49,1.85,1,4,0,63.24,5,0.84,0,3.11,False,False,False,-2.68,0.11,-4.54,0.74,63.53,34.11,0.82,59.53,False,True
Cc1ccc(CCCNC(=O)N(C)Cc2cnc(C(C)C)nc2)cc1,340.47,3.68,1,3,2,58.12,7,0.78,0,2.26,False,True,False,-2.88,0.64,-4.87,0.81,97.63,75.24,0.97,83.03,True,True
CC1=CCCCC1Sc1nn(-c2ccccc2)c(=S)s1,320.51,5.25,0,4,2,17.82,3,0.57,0,3.28,False,True,False,-5.55,0.22,-4.8,0.81,139.76,120.3,0.96,103.26,True,True
CCCCCc1ccc(C(=O)CCC(=O)NS(=O)(=O)c2nccn2C)cc1,391.49,2.62,1,5,2,98.13,10,0.5,0,2.41,False,True,False,-4.12,0.29,-5.0,0.55,47.11,41.15,0.78,99.71,True,True
CC(C)(C)c1ccc(CSCC(=O)Nc2nnnn2-c2cccnc2)cc1,382.49,3.23,1,6,3,85.59,6,0.7,0,2.48,False,False,False,-4.82,0.79,-5.06,0.56,101.78,96.24,0.95,99.71,False,True
Cc1cc(C(=O)COc2cc(Cl)c(Cl)cc2Cl)ns1,336.63,4.67,0,4,2,39.19,4,0.6,0,2.73,False,True,False,-5.76,0.21,-4.53,0.93,116.94,101.68,0.98,99.27,True,True
O=C(OCC(=O)N1CCOC1=O)c1cnn(CC2CCC2)c1,307.31,0.82,0,6,1,90.73,5,0.75,0,2.57,False,False,False,-2.85,0.06,-4.39,0.97,104.23,73.79,0.96,71.43,False,True
COc1cccc(OC(F)(F)F)c1S(=O)(=O)NNC(=O)c1ccc(Br)cc1,469.24,2.98,2,5,2,93.73,6,0.64,0,2.36,False,True,False,-4.7,0.52,-4.9,0.58,10.55,20.02,0.89,97.39,True,True
CSc1ccnc(NC(=O)C2CCN2S(=O)(=O)F)n1,306.34,0.43,1,6,1,92.26,4,0.49,0,3.47,False,False,True,-3.15,0.09,-4.76,0.87,46.61,57.98,0.79,74.52,True,True
CP1(=O)CCN(NC(=O)Nc2cnc(-c3ccccc3)s2)CC1,350.38,3.16,2,5,2,74.33,3,0.83,0,3.33,False,True,False,-3.64,0.37,-4.82,0.73,38.66,20.61,0.83,88.75,True,True
CN(Cc1cnco1)C(=O)Nc1cc(Br)ccc1N(C)C,353.22,3.17,1,4,2,61.61,4,0.92,0,2.66,False,False,False,-3.31,0.7,-4.58,0.88,81.4,60.3,0.97,80.03,False,True
CS(=O)(=O)CC=CCNC(=O)c1nnsc1-c1ccccc1,337.43,1.54,1,6,2,89.02,6,0.81,0,2.86,False,True,False,-3.41,0.24,-4.75,0.94,43.91,35.77,0.93,81.84,True,True
COC(=O)C1CC=CC(OC(=O)CCSc2ccnc3cc(Cl)ccc23)C1,405.9,4.42,0,6,2,65.49,6,0.4,0,3.53,False,True,False,-5.03,0.64,-4.54,0.93,118.35,98.49,0.96,99.0,True,True
CC(=O)c1csc(COC(=O)CCNc2ccc(Br)cc2)n1,383.27,3.65,1,6,2,68.29,7,0.58,0,2.27,False,False,False,-4.46,0.63,-4.63,0.96,126.81,96.69,0.98,98.18,False,True
O=c1[nH]cc(S(=O)(=O)Oc2cncc(Cc3ccncc3)c2)cc1Br,422.26,2.29,1,6,3,102.01,5,0.63,0,2.76,False,True,False,-3.83,0.41,-5.06,0.4,41.0,24.85,0.77,92.44,True,True
Cc1ccccc1CC(C)NC(=O)c1ccoc1[Si](C)(C)C,315.49,3.49,1,2,2,42.24,5,0.86,0,2.99,False,True,False,-5.5,0.76,-4.64,0.88,117.09,111.6,0.97,99.57,True,True
CC(C)(C(=O)NNc1ccnnc1)c1ccc(C(F)(F)F)s1,330.33,2.98,2,5,2,66.91,4,0.85,0,3.33,False,True,False,-3.94,0.4,-4.8,0.63,18.26,15.64,0.91,89.02,True,True
O=C(CC(c1ccccc1)C(F)(F)F)OCC1CCS(=O)(=O)C1,350.36,2.7,0,4,1,60.44,5,0.77,0,3.31,False,False,False,-3.02,0.28,-4.29,0.96,53.68,23.17,0.97,77.98,False,True
COc1ccc(CN(C)C(=O)NCc2cc(C)cc(N)c2)cc1F,331.39,3.07,2,3,2,67.59,5,0.83,0,2.16,False,True,False,-3.29,0.87,-4.76,0.88,90.96,70.08,0.95,81.42,True,True
Clc1ccc(Oc2ccccc2)c(NC2CSCCSC2)c1,351.92,5.39,1,4,2,21.26,4,0.8,0,2.44,False,False,False,-5.98,0.69,-4.67,0.95,114.81,87.85,0.96,102.42,True,True
COc1ccc(Br)c(OCC(=O)N(C)c2ccsc2)c1,356.24,3.56,0,4,2,38.77,5,0.82,0,2.4,False,False,False,-4.58,0.61,-4.44,0.95,137.38,109.37,0.97,95.91,False,True
